director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tmdb_ratings,movie_site
Andrucha Waddington,Fernanda Montenegro,Seu Jorge,Fernanda Torres,Drama,house of sand,7.1,https://www.imdb.com/title/tt0373747/
Peter Stebbings,Michael Kelly,Tony Nappo,Charlotte Sullivan,Comedy Crime Drama,defendor,6.4,https://www.imdb.com/title/tt1303828/
Dagur Kýýýýýýýýri,Alice Olivia Clarke,Susan Blommaert,Stephen Henderson,Drama,the good heart,6.2,https://www.imdb.com/title/tt0808285/
Nicholas Hytner,Dominic Cooper,Russell Tovey,James Corden,Comedy Drama,the history boys,6.8,https://www.imdb.com/title/tt0464049/
John Schlesinger,Brenda Vaccaro,Barnard Hughes,John McGiver,Drama,midnight cowboy,7.5,https://www.imdb.com/title/tt0064665/
Peter Cattaneo,Tom Wilkinson,Mark Addy,Lesley Sharp,Comedy Drama Music,the full monty,7,https://www.imdb.com/title/tt0119164/
Jim Abrahams,Peter Graves,Lloyd Bridges,Barbara Billingsley,Comedy,airplane!,7.3,https://www.imdb.com/title/tt0080339/
Kevin Carraway,Michael Jai White,Max Ryan,Jon Osbeck,Action Thriller,chain of command,4.8,https://www.imdb.com/title/tt4340720/
F. Gary Gray,Nia Long,John Witherspoon,Tony Cox,Comedy Drama,friday,7.1,https://www.imdb.com/title/tt0113118/
Albert Hughes,Jada Pinkett Smith,Larenz Tate,Khandi Alexander,Crime Drama Thriller,menace ii society,7.4,https://www.imdb.com/title/tt0107554/
Michael Gornick,George Kennedy,Holt McCallany,Dorothy Lamour,Comedy Fantasy Horror Thriller,creepshow 2,6.2,https://www.imdb.com/title/tt0092796/
Sam Peckinpah,Slim Pickens,Jason Robards,L.Q. Jones,Comedy Drama Romance Western,the ballad of cable hogue,7.1,https://www.imdb.com/title/tt0065446/
Richard Brooks,John Forsythe,Robert Blake,Will Geer,Biography Crime Drama History,in cold blood,7.6,https://www.imdb.com/title/tt0061809/
Fred Zinnemann,Colleen Dewhurst,Peter Finch,Beatrice Straight,Drama,the nun's story,7.1,https://www.imdb.com/title/tt0053131/
Jack Smight,Janet Leigh,Robert Wagner,Shelley Winters,Action Crime Drama Mystery Thriller,harper,6.8,https://www.imdb.com/title/tt0060490/
Alfred Hitchcock,Bernard Cribbins,Jean Marsh,Clive Swift,Thriller,frenzy,7.1,https://www.imdb.com/title/tt0068611/
Robert Eggers,Julian Richings,Kate Dickie,Ralph Ineson,Horror Mystery,the witch,6.8,https://www.imdb.com/title/tt4263482/
Michael Martin,Joe Estevez,Master P,Anthony Johnson,Comedy,i got the hook up,6,https://www.imdb.com/title/tt0131436/
Edward Burns,John Mahoney,Frank Vincent,Michael McGlone,Comedy Drama Romance,she's the one,5.5,https://www.imdb.com/title/tt0117628/
Bill Condon,Brendan Fraser,Lynn Redgrave,Kevin J. O'Connor,Biography Drama,gods and monsters,7.1,https://www.imdb.com/title/tt0120684/
Juan Josýýýýýýýý Campanella,Ricardo Darýýýýýýýýn,Soledad Villamil,Guillermo Francella,Drama Mystery Thriller,the secret in their eyes,8,https://www.imdb.com/title/tt1305806/
Gideon Raff,Gideon Emery,Gloria Votsis,Derek Magyar,Horror Thriller,train,5,https://www.imdb.com/title/tt1015474/
Sam Raimi,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,Comedy Fantasy Horror Thriller,evil dead ii,7.6,https://www.imdb.com/title/tt0092991/
Louis C.K.,Wanda Sykes,J.B. Smoove,Robert Vaughn,Action Adventure Comedy Musical,pootie tang,5.2,https://www.imdb.com/title/tt0258038/
Anthony C. Ferrante,Ian Ziering,John Heard,Cassandra Scerbo,Horror,sharknado,4.4,https://www.imdb.com/title/tt2724064/
Salvador Carrasco,Elpidia Carrillo,Zaide Silvia Gutiýýýýýýýýrrez,Damiýýýýýýýýn Delgado,Drama History,la otra conquista,6.4,https://www.imdb.com/title/tt0175996/
Andrýýýýýýýý ýýýýýýýývredal,Otto Jespersen,Johanna Mýýýýýýýýrck,Glenn Erland Tosterud,Comedy Drama Fantasy Horror,trollhunter,,https://www.imdb.com/title/tt1740707/
Robert Cary,Frances Conroy,Fred Willard,Kevin Sussman,Comedy Romance,ira & abby,5.9,https://www.imdb.com/title/tt0480251/
Adam Rapp,Zooey Deschanel,Will Ferrell,Dallas Roberts,Comedy Drama,winter passing,6.3,https://www.imdb.com/title/tt0380817/
Angela Robinson,Jordana Brewster,Geoff Stults,Scoot McNairy,Action Comedy Romance,d.e.b.s.,6.2,https://www.imdb.com/title/tt0367631/
Warren P. Sonoda,Diahann Carroll,Mykel Shannon Jenkins,Lara Jean Chorostecki,Action Biography Crime Drama Family Fantasy,the masked saint,3.5,https://www.imdb.com/title/tt3103166/
Amanda Gusack,Alice Krige,Christian Campbell,Blaine Anderson,Crime Drama Mystery Thriller,the betrayed,5.1,https://www.imdb.com/title/tt1074191/
Avi Nesher,Fisher Stevens,Elizabeth Berkley,Robert Townsend,Action Comedy Crime Thriller,taxman,3,https://www.imdb.com/title/tt0138862/
Charles Adelman,Teri Polo,Kevin Pollak,Jere Burns,Horror Thriller,02:13,4.8,https://www.imdb.com/title/tt1225901/
Jay Oliva,Michael Emerson,Mark Valley,Grey Griffin,Action Animation Crime Sci-Fi Thriller,"batman: the dark knight returns, part 2",8,https://www.imdb.com/title/tt2166834/
Charles Ferguson,Jane Goodall,Jerry Brown,Peter Agnefjall,Documentary,time to choose,8.4,https://www.imdb.com/title/tt5001130/
Mark Young,Alexa PenaVega,Jake Busey,Lew Temple,Action Crime Drama Thriller,wicked blood,5.5,https://www.imdb.com/title/tt2761578/
Daniel Petrie Jr.,Chris Brochu,Jeff Fahey,Rita Wilson,Drama Thriller,dawn patrol,5.2,https://www.imdb.com/title/tt2073661/
Antonio Simoncini,Ray Winstone,Joe Egan,Glen Murphy,Crime Mystery Thriller,lords of london,3.8,https://www.imdb.com/title/tt1800337/
Mel Brooks,Madeline Kahn,Harvey Korman,Dick Van Patten,Comedy,high anxiety,6.5,https://www.imdb.com/title/tt0076141/
Luc Jacquet,Morgan Freeman,Sofie Grýýýýýýýýbýýýýýýýýl,Romane Bohringer,Documentary,march of the penguins,7,https://www.imdb.com/title/tt0428803/
J.C. Chandor,Kevin Spacey,Demi Moore,Ashley Williams,Biography Drama Thriller,margin call,6.8,https://www.imdb.com/title/tt1615147/
Eldar Rapaport,Murray Bartlett,Adrian Gonzalez,Edward Conna,Drama Romance,august,7.3,https://www.imdb.com/title/tt0470679/
Clark Gregg,Anjelica Huston,Matt Gerald,Jonah Bobo,Comedy Drama,choke,6.1,https://www.imdb.com/title/tt1024715/
Damien Chazelle,J.K. Simmons,Melissa Benoist,Chris Mulkey,Drama Music,whiplash,8.4,https://www.imdb.com/title/tt2582802/
Fernando Meirelles,Alice Braga,Seu Jorge,Alexandre Rodrigues,Crime Drama,city of god,8.4,https://www.imdb.com/title/tt0317248/
Justin Kerrigan,Danny Dyer,John Simm,Shaun Parkes,Comedy Music,human traffic,6.8,https://www.imdb.com/title/tt0188674/
Nathan Frankowski,Corbin Bleu,Rus Blackwell,Luis Antonio,Biography Drama Music,day one,6.7,https://www.imdb.com/title/tt1850418/
Karen Moncrieff,James Franco,Bruce Davison,Piper Laurie,Crime Drama Mystery,the dead girl,6.3,https://www.imdb.com/title/tt0783238/
Thomas Vinterberg,Thomas Bo Larsen,Alexandra Rapaport,Hana Shuan,Drama,the hunt,6.6,https://www.imdb.com/title/tt8244784/
Bob Clark,Zack Ward,Darren McGavin,Scott Schwartz,Comedy Family,a christmas story,7.3,https://www.imdb.com/title/tt0085334/
Alejandro Monteverde,Armando Riesco,Ramon Rodriguez,Eduardo Verýýýýýýýýstegui,Drama Romance,bella,8.5,https://www.imdb.com/title/tt0482463/
Mark L. Lester,Roddy McDowall,Perry King,Timothy Van Patten,Action Crime Drama Thriller,class of 1984,6.2,https://www.imdb.com/title/tt0083739/
Jennifer Finnigan,Geoff Stults,Kenan Thompson,Josh Hopkins,Comedy,the opposite sex,4.2,https://www.imdb.com/title/tt0367379/
Eric Styles,Samantha Morton,Rupert Graves,Miriam Margolyes,Drama Romance,dreaming of joseph lees,5,https://www.imdb.com/title/tt0144178/
Laurent Cantet,Franýýýýýýýýois Býýýýýýýýgaudeau,Agame Malembo-Emene,Angýýýýýýýýlica Sancio,Drama,the class,7.7,https://www.imdb.com/title/tt0484082/
Roman Polanski,John Cassavetes,Mia Farrow,Charles Grodin,Drama Horror,rosemary's baby,7.8,https://www.imdb.com/title/tt0063522/
John Ford,Lee Marvin,Woody Strode,Vera Miles,Drama Western,the man who shot liberty valance,7.7,https://www.imdb.com/title/tt0056217/
Max Mayer,Peter Gallagher,Terry Walters,Amy Irving,Drama Romance,adam,6.7,https://www.imdb.com/title/tt1715344/
Joshua Marston,Catalina Sandino Moreno,Wilson Guerrero,Yenny Paola Vega,Crime Drama,maria full of grace,7.3,https://www.imdb.com/title/tt0390221/
Mike Mills,Goran Visnjic,Lou Taylor Pucci,Mary Page Keller,Comedy Drama Romance,beginners,6.9,https://www.imdb.com/title/tt1532503/
John Gulager,Krista Allen,Eric Dane,Henry Rollins,Action Comedy Horror Thriller,feast,6.2,https://www.imdb.com/title/tt0426459/
John Landis,John Belushi,Karen Allen,Tim Matheson,Comedy,animal house,7.1,https://www.imdb.com/title/tt0077975/
Guy Hamilton,Honor Blackman,Gert Frýýýýýýýýbe,Lois Maxwell,Action Adventure Thriller,goldfinger,7.4,https://www.imdb.com/title/tt0058150/
Brandon Cronenberg,Sarah Gadon,Douglas Smith,Caleb Landry Jones,Horror Sci-Fi Thriller,antiviral,5.9,https://www.imdb.com/title/tt2099556/
Danny Boyle,Kelly Macdonald,Shirley Henderson,Ewen Bremner,Drama,trainspotting,8,https://www.imdb.com/title/tt0117951/
Spike Lee,Bernie Mac,Cedric the Entertainer,Steve Harvey,Comedy Documentary,the original kings of comedy,6.4,https://www.imdb.com/title/tt0236388/
Tod Williams,Sprague Grayden,Molly Ephraim,Micah Sloat,Horror,paranormal activity 2,5.8,https://www.imdb.com/title/tt1536044/
Kirk Jones,James Nesbitt,David Kelly,Fionnula Flanagan,Comedy,waking ned devine,7.2,https://www.imdb.com/title/tt0166396/
Michael Moore,Michael Moore,Dick Clark,Bill Clinton,Crime Documentary Drama,bowling for columbine,7.6,https://www.imdb.com/title/tt0310793/
Yimou Zhang,Li Gong,Daoming Chen,Ni Yan,Drama,coming home,7.2,https://www.imdb.com/title/tt0077362/
Jack Sholder,Clu Gulager,Robert Rusler,Marshall Bell,Fantasy Horror,a nightmare on elm street 2: freddy's revenge,5.8,https://www.imdb.com/title/tt0089686/
James Ivory,Julian Sands,Rupert Graves,Denholm Elliott,Drama Romance,a room with a view,7,https://www.imdb.com/title/tt0091867/
James DeMonaco,Rhys Wakefield,Adelaide Kane,Chris Mulkey,Horror Sci-Fi Thriller,the purge,6.2,https://www.imdb.com/title/tt6110648/
Scott Derrickson,Danielle Kotch,Victoria Leigh,James Ransone,Horror Mystery,sinister,6.8,https://www.imdb.com/title/tt1922777/
David Raynr,Nancy O'Dell,Mikki Padilla,Dayna Devon,Biography Comedy Documentary,martin lawrence live: runteldat,4.9,https://www.imdb.com/title/tt0327036/
Richard Brooks,Burl Ives,Judith Anderson,Jack Carson,Drama Romance,cat on a hot tin roof,7.8,https://www.imdb.com/title/tt0051459/
Ted Post,Linda Harrison,Gregory Sierra,Victor Buono,Action Adventure Sci-Fi,beneath the planet of the apes,6.2,https://www.imdb.com/title/tt0065462/
Charles Martin Smith,Kevin Zegers,Bill Cobbs,Michael Jeter,Comedy Drama Family Sport,air bud,5.4,https://www.imdb.com/title/tt0118570/
Kunihiko Yuyama,Veronica Taylor,Eric Stuart,Lisa Ortiz,Action Adventure Animation Family Fantasy Sci-Fi,pokýýýýýýýýmon 3: the movie,6.4,https://www.imdb.com/title/tt0235679/
Tom McLoughlin,Tony Goldwyn,Ron Palillo,Vincent Guastaferro,Horror Thriller,jason lives: friday the 13th part vi,6.1,https://www.imdb.com/title/tt7508306/
David Lean,William Holden,Sessue Hayakawa,Jack Hawkins,Adventure Drama War,the bridge on the river kwai,7.8,https://www.imdb.com/title/tt0050212/
Patrick Read Johnson,Ariana Richards,Royal Dano,Tonya Lee Williams,Adventure Comedy Sci-Fi,spaced invaders,4.9,https://www.imdb.com/title/tt0100666/
Alfred Hitchcock,Ed Lauter,Bruce Dern,William Devane,Comedy Thriller,family plot,6.8,https://www.imdb.com/title/tt0074512/
Billy Wilder,Fred MacMurray,Ray Walston,David White,Comedy Drama Romance,the apartment,8.2,https://www.imdb.com/title/tt0053604/
Adam Marcus,Kane Hodder,Leslie Jordan,Erin Gray,Fantasy Horror Thriller,jason goes to hell: the final friday,4.4,https://www.imdb.com/title/tt0107254/
Alfred Hitchcock,Tamara Toumanova,Lila Kedrova,David Opatoshu,Thriller,torn curtain,6.7,https://www.imdb.com/title/tt0061107/
Michel Gondry,Common,Dave Chappelle,Lauryn Hill,Comedy Documentary Music,dave chappelle's block party,6.8,https://www.imdb.com/title/tt0425598/
John Maclean,Michael Fassbender,Kodi Smit-McPhee,Ben Mendelsohn,Western,slow west,6.6,https://www.imdb.com/title/tt3205376/
Michael Schultz,Blair Underwood,LisaGay Hamilton,Bobby Brown,Comedy Drama Music,krush groove,6.2,https://www.imdb.com/title/tt0089444/
Benny Boom,Omari Hardwick,Donald Faison,Mike Epps,Action Comedy Crime,next day air,5.2,https://www.imdb.com/title/tt1097013/
Richard Brooks,Shirley Jones,Jean Simmons,Edward Andrews,Drama,elmer gantry,7.2,https://www.imdb.com/title/tt0053793/
Stanley Kramer,Maximilian Schell,Montgomery Clift,Spencer Tracy,Drama War,judgment at nuremberg,8.1,https://www.imdb.com/title/tt0055031/
David Raynr,Donald Faison,Deon Richmond,Countess Vaughn,Comedy,trippin',5.8,https://www.imdb.com/title/tt0160298/
Nnegest Likkýýýýýýýý,Mo'Nique,Jimmy Jean-Louis,Joyful Drake,Comedy,phat girlz,4.5,https://www.imdb.com/title/tt0490196/
Richard Linklater,Seamus Davey-Fitzpatrick,Ariane Labed,Athina Rachel Tsangari,Drama Romance,before midnight,7.5,https://www.imdb.com/title/tt2209418/
Christopher Leitch,John Astin,Robert Neary,Kim Darby,Comedy Fantasy,teen wolf too,4.1,https://www.imdb.com/title/tt0094118/
Don Coscarelli,Angus Scrimm,A. Michael Baldwin,James Le Gros,Action Fantasy Horror Sci-Fi Thriller,phantasm ii,6.4,https://www.imdb.com/title/tt0095863/
Michael Schultz,Loretta Devine,Kimberly Elise,Clifton Powell,Drama,woman thou art loosed,6,https://www.imdb.com/title/tt0399901/
Patricia Cardoso,America Ferrera,Lupe Ontiveros,George Lopez,Comedy Drama,real women have curves,6.1,https://www.imdb.com/title/tt0296166/
Deepa Mehta,John Abraham,Lisa Ray,Seema Biswas,Drama Romance,water,5.6,https://www.imdb.com/title/tt0240200/
Damien O'Donnell,Archie Panjabi,Jimi Mistry,Om Puri,Comedy Drama,east is east,6.6,https://www.imdb.com/title/tt0166175/
Peter M. Cohen,Callie Thorne,Brian Van Holt,David Heyman,Comedy Romance,whipped,5.1,https://www.imdb.com/title/tt0174336/
Mira Nair,Indira Varma,Sarita Choudhury,Rekha,Crime Drama History Romance,kama sutra: a tale of love,5.6,https://www.imdb.com/title/tt0116743/
Nicole Holofcener,Oliver Platt,Thomas Ian Nicholas,Ann Morgan Guilbert,Comedy Drama,please give,6.2,https://www.imdb.com/title/tt0878835/
Mel Stuart,Peter Ostrum,Jack Albertson,Julie Dawn Cole,Family Fantasy Musical,willy wonka & the chocolate factory,7.5,https://www.imdb.com/title/tt0067992/
Anthony Hickox,Julian Sands,Zach Galligan,Paula Marshall,Fantasy Horror,warlock: the armageddon,5.2,https://www.imdb.com/title/tt0108517/
Tom Schulman,Kristy Swanson,George Hamilton,Dyan Cannon,Comedy Crime,8 heads in a duffel bag,5,https://www.imdb.com/title/tt0118541/
Terrence Malick,Sam Shepard,Stuart Margolin,Richard Libertini,Drama Romance,days of heaven,7.6,https://www.imdb.com/title/tt0077405/
Jill Sprecher,Matthew McConaughey,Rob McElhenney,Amy Irving,Drama,thirteen conversations about one thing,6.5,https://www.imdb.com/title/tt0268690/
Darren Stein,Julie Benz,Judy Greer,Jeff Conaway,Comedy Crime Thriller,jawbreaker,6.2,https://www.imdb.com/title/tt0155776/
Julian Schnabel,Gary Oldman,Michael Wincott,Courtney Love,Biography Drama,basquiat,6.7,https://www.imdb.com/title/tt0115632/
Noah Baumbach,Greta Gerwig,Grace Gummer,Vanessa Ray,Comedy Drama Romance,frances ha,7.4,https://www.imdb.com/title/tt2347569/
Gavin Hood,Terry Pheto,Nambitha Mpumlwana,Rapulana Seiphemo,Crime Drama,tsotsi,6.9,https://www.imdb.com/title/tt0468565/
Todd Solondz,Philip Seymour Hoffman,Jon Lovitz,Dylan Baker,Comedy Drama,happiness,7.5,https://www.imdb.com/title/tt0147612/
George Gallo,Eddie Griffin,Joe Howard,Robert Noble,Comedy Documentary,dysfunktional family,6.5,https://www.imdb.com/title/tt0337996/
Kevin Smith,Johnny Depp,Haley Joel Osment,Michael Parks,Comedy Drama Horror,tusk,5.3,https://www.imdb.com/title/tt3099498/
Chan-wook Park,Min-sik Choi,Ji-tae Yu,Hye-jeong Kang,Drama Mystery Thriller,oldboy,5.9,https://www.imdb.com/title/tt0364569/
David Nixon,Robyn Lively,Michael Bolten,Christopher Schmidt,Drama Family,letters to god,7,https://www.imdb.com/title/tt1462054/
Jason Eisener,Gregory Smith,Robb Wells,Molly Dunsworth,Action Comedy Thriller,hobo with a shotgun,5.8,https://www.imdb.com/title/tt1640459/
Enrique Begne,Kevin Pollak,Hýýýýýýýýctor Jimýýýýýýýýnez,Erick Elias,Action Comedy,compadres,5.7,https://www.imdb.com/title/tt0082111/
Matthew Bright,Bokeem Woodbine,Dan Hedaya,Robert Peters,Comedy Crime Drama Thriller,freeway,6.4,https://www.imdb.com/title/tt0116361/
Michael Landon Jr.,William Morgan Sheppard,Kevin Gage,Brianna Brown,Drama Family Western,love's abiding joy,6.8,https://www.imdb.com/title/tt0785025/
Andrea Arnold,Michael Fassbender,Harry Treadaway,Jason Maza,Drama,fish tank,7,https://www.imdb.com/title/tt1232776/
Whit Stillman,Greta Gerwig,Megalyn Echikunwoke,Zach Woods,Comedy Drama Romance,damsels in distress,5.5,https://www.imdb.com/title/tt1667307/
Leslye Headland,Kirsten Dunst,Adam Scott,Andrew Rannells,Comedy Romance,bachelorette,5.4,https://www.imdb.com/title/tt1920849/
Bobby Roth,Virginia Madsen,Aaron Ashmore,Lindsey Haun,Drama Family Music,brave new girl,7,https://www.imdb.com/title/tt0403118/
Tim Heidecker,Michael Gross,William Atherton,Bob Ross,Comedy,tim and eric's billion dollar movie,5.7,https://www.imdb.com/title/tt1855401/
Marco Kreuzpaintner,Alicja Bachleda,Kostja Ullmann,Robert Stadlober,Comedy Drama Romance Sport,summer storm,5.5,https://www.imdb.com/title/tt0420206/
Kate Connor,Johnny Pacar,Eric Stoltz,Brendan Fehr,Drama History War,fort mccoy,6.3,https://www.imdb.com/title/tt1282046/
Deon Taylor,Matt Cohen,Betsy Russell,Noah Segan,Horror Thriller,chain letter,4.3,https://www.imdb.com/title/tt1148200/
Jason Alexander,Gretchen Mol,Patti LuPone,Peter Onorati,Comedy Drama,just looking,6.9,https://www.imdb.com/title/tt0162236/
Xavier Gens,Michael Biehn,Lauren German,Rosanna Arquette,Drama Sci-Fi Thriller,the divide,5.8,https://www.imdb.com/title/tt1535616/
Conor McPherson,Aidan Quinn,Iben Hjejle,Jim Norton,Drama Horror Romance,the eclipse,6.1,https://www.imdb.com/title/tt1346961/
Will Canon,Frank Grillo,Scott Mechlowicz,Aaron Yoo,Horror Thriller,demonic,5.2,https://www.imdb.com/title/tt1841642/
Philip Zlotorynski,Neil Hopkins,Darren Keefe Reiher,David Douglas,Comedy,my big fat independent movie,3,https://www.imdb.com/title/tt0385890/
Lance Kawas,Taylor Negron,Michael Rapaport,Talia Shire,Comedy,the deported,,https://www.imdb.com/title/tt1390404/
Francesca Gregorini,Tom Everett Scott,Amy Sedaris,Chris Kattan,Drama,tanner hall,5.9,https://www.imdb.com/title/tt1151410/
Marcio Garcia,John Savage,Kristi Clainos,Emily Nelson,Action Drama Thriller,open road,5.3,https://www.imdb.com/title/tt1922679/
David Wain,Christopher Meloni,Amy Poehler,Jack McBrayer,Comedy,they came together,5.6,https://www.imdb.com/title/tt2398249/
Craig Moss,French Stewart,Ashley Martin,Olivia Alexander,Comedy,30 nights of paranormal activity with the devil inside the girl with the dragon tattoo,3.5,https://www.imdb.com/title/tt2417650/
Michael Jai White,Michael Jai White,Alex Meraz,Jillian Murray,Action Drama Sport,never back down 2: the beatdown,6.4,https://www.imdb.com/title/tt1754264/
John Boorman,Lee Marvin,Angie Dickinson,Carroll O'Connor,Crime Thriller,point blank,6,https://www.imdb.com/title/tt2499472/
Paolo Monico,Stephanie Szostak,Sarah Rafferty,Salvatore Santone,Comedy,four single fathers,,https://www.imdb.com/title/tt1252289/
Youssef Delara,Noel Gugliemi,David Bianchi,Jason Priestley,Thriller,enter the dangerous mind,4.7,https://www.imdb.com/title/tt2229377/
Darin Scott,Julian Morris,Shantel VanSanten,John Robinson,Drama Horror Mystery Thriller,something wicked,4.2,https://www.imdb.com/title/tt1327601/
Christian Sesma,Bokeem Woodbine,Brooke Newton,Brett Wagner,Thriller,awol-72,3.8,https://www.imdb.com/title/tt2048865/
Monte Hellman,Everett McGill,Jack Taylor,Fabio Testi,Adventure Crime Drama,iguana,6.3,https://www.imdb.com/title/tt0095354/
Brian Caunter,Mike Starr,Stacy Keach,Frank Vincent,Action Adventure Crime Drama,chicago overcoat,5.4,https://www.imdb.com/title/tt1085382/
Chris D'Arienzo,Judy Greer,Cybill Shepherd,Shea Whigham,Comedy Drama Romance,barry munday,5.7,https://www.imdb.com/title/tt0482461/
Walter Salles,Fernanda Montenegro,Matheus Nachtergaele,Othon Bastos,Drama,central station,8,https://www.imdb.com/title/tt0140888/
Frank Capra,Ann-Margret,Glenn Ford,Thomas Mitchell,Comedy Drama,pocketful of miracles,7.3,https://www.imdb.com/title/tt0055312/
Isaac Florentine,Anthony L. Fernandez,Nick Chinlund,Scott Evans,Action Crime,close range,5.2,https://www.imdb.com/title/tt3511596/
Susan Seidelman,Dyan Cannon,Michael Nouri,Brenda Vaccaro,Comedy Romance,boynton beach club,5.8,https://www.imdb.com/title/tt0439478/
Michael Polish,Olivia Rose Keegan,Patrick Bauchau,Mia Barron,Drama Horror Mystery Thriller,amnesiac,4.5,https://www.imdb.com/title/tt2837336/
Heidi Ewing,Greg Crowe,James Ransone,Tempestt Bledsoe,Documentary,freakonomics,6.3,https://www.imdb.com/title/tt1152822/
Alexandre Aja,Cýýýýýýýýcile De France,Maýýýýýýýýwenn,Oana Pellea,Horror,high tension,5,https://www.imdb.com/title/tt0338095/
Leon Ford,Maeve Dermody,Patrick Brammall,Kelly Paterniti,Comedy Drama Romance Sci-Fi,griff the invisible,5.9,https://www.imdb.com/title/tt1509803/
Hank Braxtan,Q'orianka Kilcher,Gregory Cruz,Allegra Carpenter,Action Horror Thriller,unnatural,4.1,https://www.imdb.com/title/tt3551400/
Craig Brewer,Isaac Hayes,Paula Jai Parker,Elise Neal,Crime Drama Music,hustle & flow,7,https://www.imdb.com/title/tt0410097/
Billy Wilder,Nehemiah Persoff,Joe E. Brown,George Raft,Comedy Music Romance,some like it hot,8.2,https://www.imdb.com/title/tt0053291/
John Carl Buechler,Kane Hodder,Terry Kiser,William Butler,Horror,friday the 13th part vii: the new blood,5.4,https://www.imdb.com/title/tt0095179/
Mel Brooks,Madeline Kahn,Peter Boyle,Teri Garr,Comedy,young frankenstein,7.9,https://www.imdb.com/title/tt0072431/
George A. Romero,Megan Park,Shawn Roberts,Joe Dinicol,Horror,diary of the dead,5.5,https://www.imdb.com/title/tt0848557/
Rajkumar Hirani,Vidya Balan,Sanjay Dutt,Jimmy Shergill,Comedy Drama Romance,lage raho munna bhai,7.2,https://www.imdb.com/title/tt0456144/
Victor Nunez,Peter Fonda,Patricia Richardson,Vanessa Zima,Drama,ulee's gold,6.3,https://www.imdb.com/title/tt0120402/
Carroll Ballard,Teri Garr,Kelly Reno,Hoyt Axton,Adventure Family Sport,the black stallion,7.2,https://www.imdb.com/title/tt0078872/
Rohit Jugraj,Bhavkhandan Singh Rakhra,Neeru Bajwa,Diljit Dosanjh,Romance,sardaar ji,7.3,https://www.imdb.com/title/tt4080386/
Thorbjýýýýýýýýrn Christoffersen,Iben Hjejle,Frank Hvam,Casper Christensen,Action Adventure Animation Comedy Sci-Fi,journey to saturn,5.5,https://www.imdb.com/title/tt1095423/
John Ford,Lee Marvin,Cesar Romero,Jack Warden,Adventure Comedy Romance,donovan's reef,6.2,https://www.imdb.com/title/tt0057007/
Alex van Warmerdam,Rijk de Gooyer,Ariane Schluter,Henri Garcin,Comedy Drama,the dress,6.6,https://www.imdb.com/title/tt0116729/
Mel Brooks,Madeline Kahn,David Huddleston,Harvey Korman,Comedy Western,blazing saddles,7.3,https://www.imdb.com/title/tt0071230/
Joseph Zito,Judie Aronson,Tom Everett,Kimberly Beck,Horror Thriller,friday the 13th: the final chapter,6.1,https://www.imdb.com/title/tt0087298/
Pawel Pawlikowski,Joanna Kulig,Agata Trzebuchowska,Agata Kulesza,Drama,ida,7.3,https://www.imdb.com/title/tt2718492/
James Ivory,Rupert Graves,Denholm Elliott,Simon Callow,Drama Romance,maurice,7.6,https://www.imdb.com/title/tt0093512/
Frank Sebastiano,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel,Comedy Sport,beer league,5.1,https://www.imdb.com/title/tt0453453/
Stacy Peralta,Gerry Lopez,Gabrielle Reece,Laird John Hamilton,Documentary History Sport,riding giants,7.8,https://www.imdb.com/title/tt0389326/
Nacho Vigalondo,Karra Elejalde,Nacho Vigalondo,Býýýýýýýýrbara Goenaga,Horror Mystery Sci-Fi Thriller,timecrimes,7,https://www.imdb.com/title/tt0480669/
Tony Giglio,Brianna Brown,Nick Searcy,Beth Broderick,Horror Thriller,timber falls,5.3,https://www.imdb.com/title/tt0857295/
Stanley Donen,Rita Moreno,Debbie Reynolds,Cyd Charisse,Comedy Musical Romance,singin' in the rain,8.2,https://www.imdb.com/title/tt0045152/
Joe Cross,Joe Cross,Joel Fuhrman,Amy Badberg,Documentary,"fat, sick & nearly dead",6.9,https://www.imdb.com/title/tt1227378/
Michael Tiddes,Essence Atkins,Alanna Ubach,J.B. Smoove,Comedy Fantasy,a haunted house,5.7,https://www.imdb.com/title/tt2243537/
Dinesh D'Souza,Barack Obama,Zackary Steven Graham,Dinesh D'Souza,Documentary,2016: obama's america,4.2,https://www.imdb.com/title/tt2247692/
Tom Hanks,Tom Hanks,Charlize Theron,Ethan Embry,Comedy Drama Music,that thing you do!,6.8,https://www.imdb.com/title/tt0117887/
Tommy Lee Wallace,Tom Atkins,Dan O'Herlihy,Nancy Kyes,Horror Mystery Sci-Fi,halloween iii: season of the witch,5.1,https://www.imdb.com/title/tt0085636/
Don Taylor,Roddy McDowall,M. Emmet Walsh,Sal Mineo,Action Sci-Fi,escape from the planet of the apes,6.3,https://www.imdb.com/title/tt0067065/
Martin Ritt,Patricia Neal,Melvyn Douglas,Whit Bissell,Drama,hud,7.5,https://www.imdb.com/title/tt0057163/
Leslie Small,David Jason Perez,La'Princess Jackson,Dana Hanna,Comedy Documentary,kevin hart: let me explain,6.9,https://www.imdb.com/title/tt2609912/
Gus Van Sant,Keanu Reeves,Udo Kier,Flea,Drama,my own private idaho,7.1,https://www.imdb.com/title/tt0102494/
