director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tmdb_ratings,movie_site
Frank Oz,Robert De Niro,Marlon Brando,Gary Farmer,Crime Drama Thriller,the score,6.7,https://www.imdb.com/title/tt0227445/
Pierre Coffin,Steve Carell,Miranda Cosgrove,Jack McBrayer,Animation Comedy Family,despicable me,7.2,https://www.imdb.com/title/tt1323594/
Joseph Ruben,Vincent Pastore,Robert Blake,Aida Turturro,Action Comedy Crime Drama Thriller,money train,5.8,https://www.imdb.com/title/tt0113845/
Seth MacFarlane,Liam Neeson,Morgan Freeman,Seth MacFarlane,Comedy,ted 2,6.2,https://www.imdb.com/title/tt2637276/
Alejandro Amenýýýýýýýýbar,Max Minghella,Ashraf Barhom,Rupert Evans,Adventure Drama History Romance,agora,6.9,https://www.imdb.com/title/tt1186830/
Kinka Usher,Janeane Garofalo,Wes Studi,Eddie Izzard,Action Comedy Fantasy Sci-Fi,mystery men,5.8,https://www.imdb.com/title/tt0132347/
Bobby Farrelly,Jenna Fischer,Larry Joe Campbell,Stephen Merchant,Comedy Romance,hall pass,5.6,https://www.imdb.com/title/tt0480687/
Michael Mann,Al Pacino,Rip Torn,Debi Mazar,Biography Drama Thriller,the insider,7.4,https://www.imdb.com/title/tt0140352/
Craig Gillespie,Michael Raymond-James,Abraham Benrubi,Graham McTavish,Action Drama History Thriller,the finest hours,6.5,https://www.imdb.com/title/tt2025690/
Ridley Scott,Leonardo DiCaprio,Simon McBurney,Michael Gaston,Action Drama Thriller,body of lies,6.6,https://www.imdb.com/title/tt0758774/
Jay Roach,Steve Carell,Stephanie Szostak,Bruce Greenwood,Comedy,dinner for schmucks,5.6,https://www.imdb.com/title/tt0427152/
Timur Bekmambetov,Rufus Sewell,Dominic Cooper,Benjamin Walker,Action Fantasy Horror,abraham lincoln: vampire hunter,5.6,https://www.imdb.com/title/tt1611224/
Jon Amiel,Will Patton,Kevin McNally,Maury Chaykin,Action Crime Romance Thriller,entrapment,6.1,https://www.imdb.com/title/tt0137494/
Rob Bowman,Martin Landau,Mitch Pileggi,Jeffrey DeMunn,Drama Mystery Sci-Fi Thriller,the x files,6.8,https://www.imdb.com/title/tt0106179/
Doug Lefler,Colin Firth,Nonso Anozie,Owen Teale,Action Adventure Fantasy War,the last legion,5.5,https://www.imdb.com/title/tt0462396/
Steven Spielberg,Tom Hanks,Vin Diesel,Matt Damon,Action Drama War,saving private ryan,8.2,https://www.imdb.com/title/tt0120815/
Scott Waugh,Rami Malek,Dominic Cooper,Ramon Rodriguez,Action Crime Drama Thriller,need for speed,6.3,https://www.imdb.com/title/tt2369135/
Nancy Meyers,Judy Greer,Lisa Edelstein,Loretta Devine,Comedy Fantasy Romance,what women want,6.4,https://www.imdb.com/title/tt0207201/
Chris Wedge,Goran Visnjic,Stephen Root,Denis Leary,Adventure Animation Comedy Family,ice age,7.3,https://www.imdb.com/title/tt0268380/
Lawrence Kasdan,Morgan Freeman,Michael O'Neill,Reece Thompson,Drama Horror Sci-Fi Thriller,dreamcatcher,5.5,https://www.imdb.com/title/tt0285531/
Steven Spielberg,Joseph Gordon-Levitt,Hal Holbrook,Bruce McGill,Biography Drama History War,lincoln,6.8,https://www.imdb.com/title/tt0443272/
Lana Wachowski,Keanu Reeves,Marcus Chong,Gloria Foster,Action Sci-Fi,the matrix,8.1,https://www.imdb.com/title/tt0133093/
Ron Howard,Tom Hanks,Miko Hughes,Kathleen Quinlan,Adventure Drama History,apollo 13,7.4,https://www.imdb.com/title/tt0112384/
Michael Lembeck,Judge Reinhold,Aisha Tyler,Eric Lloyd,Comedy Family Fantasy,the santa clause 2,5.8,https://www.imdb.com/title/tt0304669/
Tom Hooper,Hugh Jackman,Eddie Redmayne,Anne Hathaway,Drama Musical Romance,les misýýýýýýýýrables,7.8,https://www.imdb.com/title/tt1707386/
Nora Ephron,Tom Hanks,Jean Stapleton,Dave Chappelle,Comedy Drama Romance,you've got mail,6.6,https://www.imdb.com/title/tt0128853/
Adam McKay,Will Ferrell,Adam Scott,Andrea Savage,Comedy,step brothers,6.5,https://www.imdb.com/title/tt0838283/
Martin Campbell,Anthony Hopkins,Tony Amendola,Stuart Wilson,Action Adventure Comedy Romance Thriller Western,the mask of zorro,6.5,https://www.imdb.com/title/tt0120746/
Todd Phillips,Robert Downey Jr.,RZA,Matt Walsh,Comedy Drama,due date,6.3,https://www.imdb.com/title/tt1231583/
Angelina Jolie Pitt,Finn Wittrock,Jack O'Connell,Alex Russell,Biography Drama Sport War,unbroken,7.5,https://www.imdb.com/title/tt1809398/
Clint Eastwood,Clint Eastwood,Courtney B. Vance,William Devane,Action Adventure Thriller,space cowboys,6.3,https://www.imdb.com/title/tt0186566/
Renny Harlin,Sylvester Stallone,Leon,Janine Turner,Action Adventure Thriller,cliffhanger,6.4,https://www.imdb.com/title/tt0106582/
John Woo,Delroy Lindo,Samantha Mathis,Bob Gunton,Action Crime Thriller,broken arrow,6,https://www.imdb.com/title/tt0115759/
Jon Turteltaub,Bruce Willis,Lily Tomlin,Daniel von Bargen,Comedy Family Fantasy,the kid,5.9,https://www.imdb.com/title/tt4975920/
Oliver Stone,Nicolas Cage,Jay Hernandez,Armando Riesco,Drama History Thriller,world trade center,6.1,https://www.imdb.com/title/tt0469641/
Mike Newell,Julia Roberts,Kirsten Dunst,Marian Seldes,Drama,mona lisa smile,6.9,https://www.imdb.com/title/tt0304415/
Larry Charles,Sayed Badreya,Aasif Mandvi,Horatio Sanz,Comedy Romance,the dictator,6.1,https://www.imdb.com/title/tt1645170/
Stanley Kubrick,Tom Cruise,Vinessa Shaw,Sydney Pollack,Drama Mystery Thriller,eyes wide shut,7.4,https://www.imdb.com/title/tt0120663/
Will Gluck,Quvenzhanýýýýýýýý Wallis,Dorian Missick,David Zayas,Comedy Drama Family Musical,annie,6.2,https://www.imdb.com/title/tt0083564/
Glenn Ficarra,Will Smith,Adrian Martinez,Gerald McRaney,Comedy Crime Drama Romance,focus,6.9,https://www.imdb.com/title/tt2381941/
McG,Tom Hardy,Abigail Spencer,Warren Christie,Action Comedy Romance,this means war,6.1,https://www.imdb.com/title/tt1596350/
David S. Goyer,Ryan Reynolds,Natasha Lyonne,John Michael Higgins,Action Adventure Fantasy Horror Sci-Fi Thriller,blade: trinity,5.9,https://www.imdb.com/title/tt0359013/
John Milius,Lea Thompson,Jennifer Grey,William Smith,Action Drama War,red dawn,5.6,https://www.imdb.com/title/tt0087985/
Mike Nichols,Maura Tierney,Adrian Lester,Paul Guilfoyle,Comedy Drama,primary colors,6.3,https://www.imdb.com/title/tt0119942/
Paul W.S. Anderson,Milla Jovovich,Boris Kodjoe,Bingbing Li,Action Horror Sci-Fi Thriller,resident evil: retribution,5.7,https://www.imdb.com/title/tt1855325/
Paul W.S. Anderson,Jason Statham,Max Ryan,Joan Allen,Action Sci-Fi Thriller,death race,6.2,https://www.imdb.com/title/tt0452608/
Renny Harlin,Melina Kanakaredes,Craig Bierko,Yvonne Zima,Action Crime Drama Mystery Thriller,the long kiss goodnight,6.6,https://www.imdb.com/title/tt0116908/
Taylor Hackford,Pamela Reed,Alun Armstrong,Michael Kitchen,Action Drama Thriller,proof of life,6.1,https://www.imdb.com/title/tt0228750/
Jon Favreau,Kristen Stewart,Josh Hutcherson,Jonah Bobo,Action Adventure Comedy Family Fantasy Sci-Fi,zathura: a space adventure,6.3,https://www.imdb.com/title/tt0406375/
David Fincher,Brad Pitt,Meat Loaf,Eugenie Bondurant,Drama,fight club,8.4,https://www.imdb.com/title/tt0137523/
McG,Matthew McConaughey,Kimberly Williams-Paisley,Brian Geraghty,Drama Sport,we are marshall,6.9,https://www.imdb.com/title/tt0758794/
Michael Lehmann,Bruce Willis,James Coburn,Richard E. Grant,Action Adventure Comedy,hudson hawk,5.7,https://www.imdb.com/title/tt0102070/
Nora Ephron,Michael Rapaport,Michael Moore,Richard Schiff,Comedy Crime,lucky numbers,4.9,https://www.imdb.com/title/tt0219952/
Stuart Beattie,Caitlin Stasey,Kevin Grevioux,Miranda Otto,Action Fantasy Sci-Fi Thriller,"i, frankenstein",5.3,https://www.imdb.com/title/tt1418377/
Roman Polanski,Ian McNeice,Barney Clark,Tony Noble,Crime Drama,oliver twist,7.5,https://www.imdb.com/title/tt0040662/
Rob Bowman,Jennifer Garner,Cary-Hiroyuki Tagawa,Goran Visnjic,Action Crime Fantasy Thriller,elektra,5,https://www.imdb.com/title/tt0357277/
Frank Miller,Joseph Gordon-Levitt,Bruce Willis,Eva Green,Action Crime Thriller,sin city: a dame to kill for,6.3,https://www.imdb.com/title/tt0458481/
Sydney Pollack,Harrison Ford,Kristin Scott Thomas,Bill Cobbs,Drama Mystery Romance,random hearts,5.3,https://www.imdb.com/title/tt0156934/
Baltasar Kormýýýýýýýýkur,Michael Kelly,Martin Henderson,Tom Goodman-Hill,Adventure Biography Drama History Sport Thriller,everest,6.8,https://www.imdb.com/title/tt2719848/
Tom Tykwer,Michael Smiley,David Calder,Simon Chandler,Crime Drama Fantasy,perfume: the story of a murderer,7.3,https://www.imdb.com/title/tt0396171/
Jay Roach,Verne Troyer,Josh Zuckerman,Robert Wagner,Action Comedy Crime,austin powers in goldmember,6,https://www.imdb.com/title/tt0295178/
David Bowers,Nicolas Cage,Charlize Theron,Dee Bradley Baker,Action Animation Comedy Family Sci-Fi,astro boy,6.3,https://www.imdb.com/title/tt0375568/
Steven Spielberg,Wayne Knight,Ariana Richards,Bob Peck,Adventure Sci-Fi Thriller,jurassic park,7.9,https://www.imdb.com/title/tt0107290/
Lawrence Kasdan,Dennis Quaid,Catherine O'Hara,Isabella Rossellini,Adventure Biography Crime Drama Western,wyatt earp,6.7,https://www.imdb.com/title/tt0111756/
Phillip Noyce,Harrison Ford,Dean Jones,Raymond Cruz,Action Crime Drama Thriller,clear and present danger,6.6,https://www.imdb.com/title/tt0109444/
Daniel Lee,Si Won Choi,Peng Lin,Sung-jun Yoo,Action Adventure Drama History,dragon blade,6,https://www.imdb.com/title/tt3672840/
Keenen Ivory Wayans,Chazz Palminteri,Brittany Daniel,John Witherspoon,Comedy Crime,littleman,5.8,https://www.imdb.com/title/tt0430304/
Jonathan Mostow,Matthew McConaughey,Thomas Kretschmann,David Keith,Action War,u-571,6.4,https://www.imdb.com/title/tt0141926/
Rob Reiner,Shawna Waldron,Samantha Mathis,Wendie Malick,Comedy Drama Romance,the american president,6.6,https://www.imdb.com/title/tt0112346/
Marco Schnabel,Justin Timberlake,Romany Malco,Verne Troyer,Comedy Romance Sport,the love guru,4.3,https://www.imdb.com/title/tt0811138/
Demian Lichtenstein,Jon Lovitz,Bokeem Woodbine,Ice-T,Action Comedy Crime Thriller,3000 miles to graceland,5.7,https://www.imdb.com/title/tt0233142/
Quentin Tarantino,Craig Stark,Jennifer Jason Leigh,Zoýýýýýýýý Bell,Crime Drama Mystery Thriller Western,the hateful eight,7.7,https://www.imdb.com/title/tt3460252/
Josh Gordon,Will Ferrell,Amy Poehler,Jon Heder,Comedy Sport,blades of glory,6,https://www.imdb.com/title/tt0445934/
Tim Hill,Gary Cole,Elizabeth Perkins,Chelsea Handler,Adventure Animation Comedy Family Fantasy,hop,5.7,https://www.imdb.com/title/tt1411704/
Zack Snyder,Gerard Butler,Michael Fassbender,Vincent Regan,Action Drama Fantasy War,300,7.1,https://www.imdb.com/title/tt0416449/
Jay Roach,Robert De Niro,Blythe Danner,Teri Polo,Comedy Romance,meet the fockers,6.2,https://www.imdb.com/title/tt0290002/
David Frankel,Eric Dane,Kathleen Turner,Haley Bennett,Comedy Drama Family,marley & me,7.2,https://www.imdb.com/title/tt0822832/
Frank Darabont,Tom Hanks,Jeffrey DeMunn,Michael Jeter,Crime Drama Fantasy Mystery,the green mile,8.5,https://www.imdb.com/title/tt0120689/
Walt Becker,Jill Hennessy,Tichina Arnold,Drew Sidora,Action Adventure Comedy,wild hogs,5.9,https://www.imdb.com/title/tt0486946/
Mark Dindal,Catherine O'Hara,Fred Willard,Amy Sedaris,Adventure Animation Comedy Family Sci-Fi,chicken little,5.8,https://www.imdb.com/title/tt0371606/
David Fincher,Patrick Fugit,Sela Ward,Emily Ratajkowski,Crime Drama Mystery Thriller,gone girl,7.9,https://www.imdb.com/title/tt2267998/
Doug Liman,Matt Damon,Josh Hamilton,Nicky Naudýýýýýýýý,Action Mystery Thriller,the bourne identity,7.4,https://www.imdb.com/title/tt0258463/
Martin Campbell,Izabella Scorupco,Joe Don Baker,Tchýýýýýýýýky Karyo,Action Adventure Thriller,goldeneye,6.9,https://www.imdb.com/title/tt0113189/
Simon West,Daniel von Bargen,Timothy Hutton,Clarence Williams III,Drama Mystery Thriller,the general's daughter,6.3,https://www.imdb.com/title/tt0144214/
Peter Weir,Natascha McElhone,Noah Emmerich,Peter Krause,Comedy Drama Sci-Fi,the truman show,8.1,https://www.imdb.com/title/tt0120382/
Brenda Chapman,Martin Short,Aria Noelle Curzon,Eden Riegel,Adventure Animation Biography Drama Family Fantasy Musical,the prince of egypt,7.1,https://www.imdb.com/title/tt0120794/
Steve Carr,Anjelica Huston,Lisa Edelstein,Jeff Garlin,Comedy Family,daddy day care,5.8,https://www.imdb.com/title/tt0317303/
Baltasar Kormýýýýýýýýkur,Denzel Washington,Patrick Fischler,Fred Ward,Action Comedy Crime Drama Thriller,2 guns,6.5,https://www.imdb.com/title/tt1272878/
Lawrence Guterman,Carol Ann Susi,Elizabeth Perkins,Miriam Margolyes,Action Comedy Family Fantasy,cats & dogs,6.6,https://www.imdb.com/title/tt0239395/
F. Gary Gray,Jason Statham,Charlize Theron,Jimmy Shubert,Action Crime Thriller,the italian job,6.7,https://www.imdb.com/title/tt0317740/
Marc Lawrence,Dorian Missick,Alicia Witt,Dana Ivey,Comedy Romance,two weeks notice,6.4,https://www.imdb.com/title/tt0313737/
Eric Darnell,Sylvester Stallone,Woody Allen,Anne Bancroft,Adventure Animation Comedy Family,antz,6.1,https://www.imdb.com/title/tt0120587/
Peter Billingsley,Jon Favreau,Kristin Davis,Tasha Smith,Comedy,couples retreat,5.5,https://www.imdb.com/title/tt1078940/
Tony Scott,Tom Cruise,Robert Duvall,Randy Quaid,Action Drama Sport,days of thunder,6.2,https://www.imdb.com/title/tt0099371/
Adam Shankman,Taylor Lautner,Tom Welling,Alyson Stoner,Adventure Comedy Family,cheaper by the dozen 2,6.1,https://www.imdb.com/title/tt0452598/
Wes Ball,Ki Hong Lee,Lili Taylor,Rosa Salazar,Action Sci-Fi Thriller,the scorch trials,6.7,https://www.imdb.com/title/tt4046784/
Ryan Murphy,James Franco,Julia Roberts,Billy Crudup,Drama Romance,eat pray love,6.2,https://www.imdb.com/title/tt0879870/
Brett Ratner,Nicolas Cage,Don Cheadle,Amber Valletta,Comedy Drama Fantasy Romance,the family man,6.7,https://www.imdb.com/title/tt0218967/
Robert Schwentke,Bruce Willis,Morgan Freeman,Jaqueline Fleming,Action Comedy Crime Thriller,red,6.5,https://www.imdb.com/title/tt1245526/
Oliver Stone,Al Pacino,Dennis Quaid,LL Cool J,Drama Sport,any given sunday,6.8,https://www.imdb.com/title/tt0146838/
Robert Redford,Scarlett Johansson,Kristin Scott Thomas,Jessalyn Gilsig,Drama Romance Western,the horse whisperer,6.9,https://www.imdb.com/title/tt0119314/
Michael Mann,Tom Cruise,Jada Pinkett Smith,Debi Mazar,Crime Drama Thriller,collateral,7.2,https://www.imdb.com/title/tt0369339/
Chuck Russell,Dwayne Johnson,Roger Rees,Bernard Hill,Action Adventure Fantasy Thriller,the scorpion king,5.5,https://www.imdb.com/title/tt0277296/
Jay Russell,Billy Burke,Jay Hernandez,Jacinda Barrett,Action Drama Thriller,ladder 49,6.4,https://www.imdb.com/title/tt0349710/
Christopher McQuarrie,Tom Cruise,Robert Duvall,David Oyelowo,Action Crime Mystery Thriller,jack reacher,5.7,https://www.imdb.com/title/tt0790724/
Renny Harlin,LL Cool J,Michael Rapaport,Saffron Burrows,Action Sci-Fi Thriller,deep blue sea,6.2,https://www.imdb.com/title/tt0149261/
Kenny Ortega,Misha Gabriel Hamilton,Mekia Cox,Judith Hill,Documentary Music,this is it,7,https://www.imdb.com/title/tt1477715/
Steven Soderbergh,Matt Damon,Monique Gabriela Curnen,Griffin Kane,Drama Thriller,contagion,6.6,https://www.imdb.com/title/tt1598778/
David McNally,Estella Warren,Dyan Cannon,Bill Hunter,Action Adventure Comedy Crime,kangaroo jack,5.1,https://www.imdb.com/title/tt0257568/
Henry Selick,Jennifer Saunders,Dawn French,John Hodgman,Animation Family Fantasy,coraline,7.7,https://www.imdb.com/title/tt0327597/
M. Night Shyamalan,Zooey Deschanel,Alan Ruck,Kristen Connolly,Sci-Fi Thriller,the happening,5.2,https://www.imdb.com/title/tt0949731/
Tony Scott,Denzel Washington,Radha Mitchell,Giancarlo Giannini,Action Crime Drama Thriller,man on fire,7.4,https://www.imdb.com/title/tt0328107/
Brian Robbins,Robert Downey Jr.,Joel David Moore,Kristin Davis,Comedy Family Fantasy,the shaggy dog,4.8,https://www.imdb.com/title/tt0393735/
Todd Phillips,Snoop Dogg,Carmen Electra,Fred Williamson,Comedy Crime,starsky & hutch,5.8,https://www.imdb.com/title/tt0072567/
Brian Levant,Jim Belushi,Harvey Korman,Jake Lloyd,Comedy Family,jingle all the way,5.8,https://www.imdb.com/title/tt0116705/
Guillermo del Toro,James Babson,Rupert Evans,Brian Steele,Action Fantasy Horror Sci-Fi,hellboy,5.5,https://www.imdb.com/title/tt2274648/
Steven Zaillian,Robert Duvall,Kathleen Quinlan,Sydney Pollack,Drama,a civil action,6.3,https://www.imdb.com/title/tt0120633/
Chris Butler,Anna Kendrick,Kodi Smit-McPhee,Elaine Stritch,Adventure Animation Comedy Family Fantasy,paranorman,6.9,https://www.imdb.com/title/tt1623288/
Michael Caton-Jones,J.K. Simmons,Bruce Willis,Sophie Okonedo,Action Adventure Crime Thriller,the jackal,6.3,https://www.imdb.com/title/tt0119395/
John Woo,Ivana Milicevic,Joe Morton,Callum Rennie,Action Mystery Sci-Fi Thriller,paycheck,6.1,https://www.imdb.com/title/tt0338337/
Jon Avnet,Joe Mantegna,Stockard Channing,Raymond Cruz,Drama Romance,up close & personal,6.2,https://www.imdb.com/title/tt0118055/
Sam Fell,Emma Watson,Matthew Broderick,Frank Langella,Adventure Animation Comedy Family Fantasy,the tale of despereaux,6,https://www.imdb.com/title/tt0420238/
Kevin Donovan,Romany Malco,Debi Mazar,Ritchie Coster,Action Comedy Sci-Fi,the tuxedo,5.7,https://www.imdb.com/title/tt0290095/
Geoff Murphy,Peter Greene,Brenda Bakke,Patrick Kilpatrick,Action Thriller,under siege 2: dark territory,5.7,https://www.imdb.com/title/tt0114781/
Kenneth Branagh,Colm Feore,Nonso Anozie,Gemma Chan,Action Drama Thriller,jack ryan: shadow recruit,6.1,https://www.imdb.com/title/tt1205537/
David O. Russell,Jennifer Lawrence,Robert De Niro,Bradley Cooper,Biography Comedy Drama,joy,6.5,https://www.imdb.com/title/tt2446980/
Babak Najafi,Gerard Butler,Radha Mitchell,Julian Kostov,Action Crime Drama Thriller,london has fallen,6.1,https://www.imdb.com/title/tt3300542/
Jean-Pierre Jeunet,Gary Dourdan,Michael Wincott,Raymond Cruz,Action Horror Sci-Fi,alien: resurrection,6.1,https://www.imdb.com/title/tt0118583/
Antoine Fuqua,Tate Donovan,Ned Beatty,Louis Ferreira,Action Crime Drama Mystery Thriller,shooter,7,https://www.imdb.com/title/tt4181172/
Graham Annable,Isaac Hempstead Wright,Dee Bradley Baker,Tracy Morgan,Adventure Animation Comedy Family Fantasy,the boxtrolls,6.7,https://www.imdb.com/title/tt0787474/
Griffin Dunne,Goran Visnjic,Dianne Wiest,Stockard Channing,Comedy Drama Fantasy Romance,practical magic,6.7,https://www.imdb.com/title/tt0120791/
Phil Lord,Morgan Freeman,Will Ferrell,Alison Brie,Action Adventure Animation Comedy Family Fantasy,the lego movie,7.4,https://www.imdb.com/title/tt1490017/
John Pasquin,Eileen Brennan,Diedrich Bader,Treat Williams,Action Comedy Crime,miss congeniality 2: armed and fabulous,5.7,https://www.imdb.com/title/tt7353584/
Rob Bowman,Christian Bale,Gerard Butler,Matthew McConaughey,Action Adventure Fantasy Sci-Fi Thriller,reign of fire,6.1,https://www.imdb.com/title/tt0253556/
Ruben Fleischer,Ryan Gosling,Brandon Molale,Wade Williams,Action Crime Drama Thriller,gangster squad,6.3,https://www.imdb.com/title/tt1321870/
Harold Ramis,Olivia Wilde,Oliver Platt,Xander Berkeley,Adventure Comedy,year one,4.9,https://www.imdb.com/title/tt1045778/
Clint Eastwood,Matt Damon,Morgan Freeman,Leleti Khumalo,Biography Drama History Sport,invictus,7.2,https://www.imdb.com/title/tt1057500/
Kevin Macdonald,Robin Wright,Harry Lennix,Michael Weston,Crime Drama Mystery Thriller,state of play,6.8,https://www.imdb.com/title/tt0473705/
Tony Gilroy,Julia Roberts,Tom Wilkinson,Denis O'Hare,Comedy Crime Romance Thriller,duplicity,5.9,https://www.imdb.com/title/tt1135487/
Donald Petrie,Steven Anthony Lawrence,Ray Walston,Michael Lerner,Comedy Family Sci-Fi,my favorite martian,5.4,https://www.imdb.com/title/tt0056775/
Clark Johnson,Blair Brown,David Rasche,Martin Donovan,Action Crime Thriller,the sentinel,5.9,https://www.imdb.com/title/tt0443632/
Jorge Blanco,Dwayne Johnson,Gary Oldman,James Corden,Adventure Animation Comedy Family Sci-Fi,planet 51,5.8,https://www.imdb.com/title/tt0762125/
Stuart Baird,Tom Hardy,LeVar Burton,Jonathan Frakes,Action Adventure Sci-Fi Thriller,star trek: nemesis,6.2,https://www.imdb.com/title/tt0253754/
Joel Coen,Cedric the Entertainer,Paul Adelstein,Julia Duffy,Comedy Crime Romance,intolerable cruelty,5.9,https://www.imdb.com/title/tt0138524/
Robert Lorenz,Clint Eastwood,Ed Lauter,Bob Gunton,Drama Sport,trouble with the curve,6.7,https://www.imdb.com/title/tt2083383/
Martin Campbell,Bojana Novakovic,Ray Winstone,Denis O'Hare,Crime Drama Mystery Thriller,edge of darkness,6.3,https://www.imdb.com/title/tt1226273/
Peter Hyams,John Kapelos,Penelope Ann Miller,Chi Muoi Lo,Horror Mystery Sci-Fi Thriller,the relic,5.9,https://www.imdb.com/title/tt0120004/
Harold Ramis,Robert De Niro,Cathy Moriarty,Joe Viterelli,Comedy Crime,analyze that,5.8,https://www.imdb.com/title/tt0289848/
Jon Avnet,Robert De Niro,Al Pacino,50 Cent,Action Crime Drama Mystery Thriller,righteous kill,5.9,https://www.imdb.com/title/tt1034331/
Harold Becker,Bruce Willis,Miko Hughes,Carrie Preston,Action Crime Drama Thriller,mercury rising,6.2,https://www.imdb.com/title/tt0120749/
Joe Wright,Robert Downey Jr.,Stephen Root,Rachael Harris,Biography Drama Music,the soloist,6.7,https://www.imdb.com/title/tt0821642/
Robert Redford,Matt Damon,Will Smith,Charlize Theron,Drama Fantasy Sport,the legend of bagger vance,6.5,https://www.imdb.com/title/tt0146984/
Cameron Crowe,Philip Seymour Hoffman,Zooey Deschanel,Michael Angarano,Adventure Comedy Drama Music,almost famous,7.5,https://www.imdb.com/title/tt0181875/
Tim Hill,Bill Murray,Roger Rees,Ben Falcone,Animation Comedy Family Fantasy,garfield 2,5.6,https://www.imdb.com/title/tt0455499/
Lee Tamahori,Sunny Mabrey,Nona Gaye,Xzibit,Action Adventure Crime Thriller,xxx: state of the union,5,https://www.imdb.com/title/tt0329774/
Scott Stewart,Josh Wingate,Alan Dale,Jacob Hopkins,Action Fantasy Horror Sci-Fi Thriller,priest,5.7,https://www.imdb.com/title/tt0822847/
Patrick Gilmore,Brad Pitt,Adriano Giannini,Timothy West,Adventure Animation Comedy Drama Family Fantasy Romance,sinbad: legend of the seven seas,6.9,https://www.imdb.com/title/tt0165982/
Paul W.S. Anderson,Sean Pertwee,Joely Richardson,Kathleen Quinlan,Horror Sci-Fi Thriller,event horizon,6.5,https://www.imdb.com/title/tt0119081/
Tom Shadyac,Joe Morton,Susanna Thompson,Matt Craven,Drama Fantasy Mystery Romance Thriller,dragonfly,6.5,https://www.imdb.com/title/tt0259288/
Brian De Palma,Scarlett Johansson,Mia Kirshner,Mike Starr,Crime Drama Mystery Thriller,the black dahlia,5.7,https://www.imdb.com/title/tt0387877/
Tony Bill,James Franco,Tyler Labine,Philip Winchester,Action Adventure Drama History Romance War,flyboys,6.4,https://www.imdb.com/title/tt0454824/
Rod Lurie,Clifton Collins Jr.,Delroy Lindo,Michael Irby,Action Drama Thriller,the last castle,7.1,https://www.imdb.com/title/tt0272020/
Walter Hill,Robert Forster,Wilson Cruz,Vanessa Marshall,Horror Sci-Fi Thriller,supernova,,https://www.imdb.com/title/tt11169050/
Akiva Goldsman,Matt Bomer,William Hurt,Kevin Corrigan,Drama Fantasy Mystery Romance,winter's tale,6.3,https://www.imdb.com/title/tt1837709/
Harald Zwart,Aidan Turner,Kevin Zegers,CCH Pounder,Fantasy Horror Mystery Romance,the mortal instruments: city of bones,6.4,https://www.imdb.com/title/tt1538403/
Brian Robbins,Marc Blucas,Mike O'Malley,Shawn Christian,Adventure Comedy Family Romance Sci-Fi,meet dave,5.2,https://www.imdb.com/title/tt0765476/
Walter Salles,Dougray Scott,Camryn Manheim,Ariel Gade,Drama Horror Thriller,dark water,5.4,https://www.imdb.com/title/tt0382628/
Ron Howard,Matthew McConaughey,Adam Goldberg,Clint Howard,Comedy Drama,edtv,6,https://www.imdb.com/title/tt0131369/
Iain Softley,Brendan Fraser,Stephen Graham,Jamie Foreman,Adventure Family Fantasy,inkheart,6.3,https://www.imdb.com/title/tt0494238/
Frank Miller,Scarlett Johansson,Jaime King,Louis Lombardi,Action Crime Fantasy Thriller,the spirit,4.7,https://www.imdb.com/title/tt0831887/
David Koepp,Johnny Depp,Olivia Munn,Ulrich Thomsen,Action Comedy Mystery Romance,mortdecai,5.5,https://www.imdb.com/title/tt3045616/
Uwe Boll,Jason Statham,Mike Dopud,Tania Saulnier,Action Adventure Fantasy Thriller,in the name of the king: a dungeon siege tale,4.4,https://www.imdb.com/title/tt0460780/
Martin Campbell,Angelina Jolie Pitt,Teri Polo,Noah Emmerich,Adventure Drama Romance War,beyond borders,6.6,https://www.imdb.com/title/tt0294357/
John Dahl,James Franco,Clayne Crawford,Paolo Montalban,Action Drama War,the great raid,6.6,https://www.imdb.com/title/tt0326905/
Tim Miller,Ryan Reynolds,Ed Skrein,Stefan Kapicic,Action Adventure Comedy Romance Sci-Fi,deadpool,7.6,https://www.imdb.com/title/tt1431045/
Stephen Herek,Kelly Preston,Morgan Fairchild,Eric McCormack,Comedy Drama,holy man,5,https://www.imdb.com/title/tt0120701/
Clint Eastwood,Bradley Cooper,Leonard Roberts,Keir O'Donnell,Action Biography Drama History Thriller War,american sniper,7.4,https://www.imdb.com/title/tt2179136/
Rob Letterman,Odeya Rush,Dylan Minnette,Ken Marino,Adventure Comedy Family Fantasy Horror,goosebumps,6.3,https://www.imdb.com/title/tt1051904/
Mark Waters,Jon Heder,Ivana Milicevic,Willie Garson,Comedy Fantasy Romance,just like heaven,6.9,https://www.imdb.com/title/tt0425123/
Brian Levant,Taylor Negron,Mark Addy,Danny Woodburn,Comedy Family Romance Sci-Fi,the flintstones in viva rock vegas,4.7,https://www.imdb.com/title/tt0158622/
Peter MacDonald,Sylvester Stallone,Kurtwood Smith,Richard Crenna,Action Adventure Thriller War,rambo iii,6.1,https://www.imdb.com/title/tt0095956/
George Clooney,Robert Baker,Malcolm Goodwin,Matt Bushell,Comedy Drama Romance Sport,leatherheads,5.8,https://www.imdb.com/title/tt0379865/
Frank Coraci,Taylor Lautner,Adam Sandler,Jon Lovitz,Comedy Western,the ridiculous 6,5.1,https://www.imdb.com/title/tt2479478/
